# GO term -> ChEBI (logical-definition cross-products, go-plus.json)
GO:0035719	CHEBI:17843
GO:0035725	CHEBI:29101
GO:0035727	CHEBI:52288
GO:0035730	CHEBI:145544
GO:0035731	CHEBI:64609
GO:0035785	CHEBI:25516
GO:0035831	CHEBI:16096
GO:0035833	CHEBI:57894
GO:0035834	CHEBI:38958
GO:0035835	CHEBI:38958
GO:0035837	CHEBI:23943
GO:0035863	CHEBI:61382
GO:0035864	CHEBI:29103
GO:0035865	CHEBI:29103
GO:0035873	CHEBI:24996
GO:0035879	CHEBI:24996
GO:0035884	CHEBI:22590
GO:0035923	CHEBI:5130
GO:0035927	CHEBI:33697
GO:0035928	CHEBI:18111
GO:0035929	CHEBI:26764
GO:0035930	CHEBI:36699
GO:0035931	CHEBI:25354
GO:0035932	CHEBI:27584
GO:0035933	CHEBI:24261
GO:0035934	CHEBI:16827
GO:0035936	CHEBI:17347
GO:0035937	CHEBI:50114
GO:0035938	CHEBI:23965
GO:0035941	CHEBI:16422
GO:0035942	CHEBI:28689
GO:0035943	CHEBI:17263
GO:0035983	CHEBI:46024
GO:0035984	CHEBI:46024
GO:0035991	CHEBI:16480
GO:0036040	CHEBI:3962
GO:0036041	CHEBI:57560
GO:0036042	CHEBI:83139
GO:0036080	CHEBI:64711
GO:0036084	CHEBI:57273
GO:0036085	CHEBI:57273
GO:0036088	CHEBI:35247
GO:0036092	CHEBI:26034
GO:0036100	CHEBI:62942
GO:0036101	CHEBI:57461
GO:0036102	CHEBI:57461
GO:0036104	CHEBI:58540
GO:0036108	CHEBI:58711
GO:0036109	CHEBI:32387
GO:0036111	CHEBI:61910
GO:0036112	CHEBI:61907
GO:0036113	CHEBI:61910
GO:0036114	CHEBI:61907
GO:0036115	CHEBI:77636
GO:0036116	CHEBI:83139
GO:0036127	CHEBI:61085
GO:0036161	CHEBI:3306
GO:0036172	CHEBI:18385
GO:0036173	CHEBI:26977
GO:0036182	CHEBI:64161
GO:0036183	CHEBI:64161
GO:0036184	CHEBI:64161
GO:0036196	CHEBI:18252
GO:0036197	CHEBI:18252
GO:0036198	CHEBI:63528
GO:0036205	CHEBI:15358
GO:0036245	CHEBI:28869
GO:0036246	CHEBI:64744
GO:0036247	CHEBI:64745
GO:0036248	CHEBI:64747
GO:0036249	CHEBI:48775
GO:0036255	CHEBI:59338
GO:0036256	CHEBI:59338
GO:0036271	CHEBI:6887
GO:0036272	CHEBI:175901
GO:0036273	CHEBI:87631
GO:0036274	CHEBI:49603
GO:0036275	CHEBI:46345
GO:0036280	CHEBI:78902
GO:0036287	CHEBI:65173
GO:0036288	CHEBI:65172
GO:0036314	CHEBI:15889
GO:0036315	CHEBI:15889
GO:0036318	CHEBI:38579
GO:0036319	CHEBI:64120
GO:0036320	CHEBI:64121
GO:0036321	CHEBI:75431
GO:0036346	CHEBI:35235
GO:0036376	CHEBI:29101
GO:0036378	CHEBI:17823;CHEBI:28940
GO:0036444	CHEBI:29108
GO:0036471	CHEBI:34779
GO:0038036	CHEBI:60119
GO:0038047	CHEBI:58097
GO:0038186	CHEBI:36235
GO:0038199	CHEBI:18153
GO:0042047	CHEBI:60215
GO:0042049	CHEBI:58342
GO:0042121	CHEBI:58187
GO:0042122	CHEBI:58187
GO:0042126	CHEBI:17632
GO:0042128	CHEBI:16301;CHEBI:28938;CHEBI:17632
GO:0042157	CHEBI:6495
GO:0042158	CHEBI:6495
GO:0042159	CHEBI:6495
GO:0042166	CHEBI:15355
GO:0042167	CHEBI:30413
GO:0042168	CHEBI:30413
GO:0042179	CHEBI:18723
GO:0042180	CHEBI:17087
GO:0042181	CHEBI:17087
GO:0042182	CHEBI:17087
GO:0042183	CHEBI:15740
GO:0042184	CHEBI:27338
GO:0042185	CHEBI:28488
GO:0042186	CHEBI:28063
GO:0042187	CHEBI:27417
GO:0042188	CHEBI:16130
GO:0042189	CHEBI:18346
GO:0042190	CHEBI:18346
GO:0042192	CHEBI:49747
GO:0042193	CHEBI:49747
GO:0042194	CHEBI:29751
GO:0042197	CHEBI:24472
GO:0042200	CHEBI:38028
GO:0042202	CHEBI:30260
GO:0042203	CHEBI:17578
GO:0042204	CHEBI:26588
GO:0042205	CHEBI:23115
GO:0042206	CHEBI:24472
GO:0042207	CHEBI:27452
GO:0042208	CHEBI:16052
GO:0042209	CHEBI:16536
GO:0042213	CHEBI:17231
GO:0042214	CHEBI:35186
GO:0042216	CHEBI:28851
GO:0042217	CHEBI:58360
GO:0042219	CHEBI:83821
GO:0042220	CHEBI:60056
GO:0042221	CHEBI:24431
GO:0042277	CHEBI:60466
GO:0042278	CHEBI:26394
GO:0042301	CHEBI:43474
GO:0042314	CHEBI:38201
GO:0042316	CHEBI:51356
GO:0042317	CHEBI:51356
GO:0042318	CHEBI:51356
GO:0042339	CHEBI:233516
GO:0042340	CHEBI:233516
GO:0042342	CHEBI:23436
GO:0042343	CHEBI:64962
GO:0042344	CHEBI:64962
GO:0042350	CHEBI:57984
GO:0042352	CHEBI:57984
GO:0042353	CHEBI:33984
GO:0042354	CHEBI:2181
GO:0042355	CHEBI:2181
GO:0042357	CHEBI:58937
GO:0042358	CHEBI:58937
GO:0042359	CHEBI:27300
GO:0042360	CHEBI:33234
GO:0042361	CHEBI:25185
GO:0042366	CHEBI:30411
GO:0042367	CHEBI:57586
GO:0042368	CHEBI:27300
GO:0042369	CHEBI:27300
GO:0042371	CHEBI:28384
GO:0042372	CHEBI:18067
GO:0042373	CHEBI:28384
GO:0042376	CHEBI:18067
GO:0042377	CHEBI:28384
GO:0042393	CHEBI:15358
GO:0042396	CHEBI:64618
GO:0042397	CHEBI:64618
GO:0042398	CHEBI:83821
GO:0042400	CHEBI:58515
GO:0042412	CHEBI:507393
GO:0042413	CHEBI:17126
GO:0042414	CHEBI:71406
GO:0042415	CHEBI:72587
GO:0042416	CHEBI:59905
GO:0042417	CHEBI:59905
GO:0042418	CHEBI:71406
GO:0042419	CHEBI:71406
GO:0042420	CHEBI:59905
GO:0042421	CHEBI:72587
GO:0042422	CHEBI:72587
GO:0042423	CHEBI:33567
GO:0042424	CHEBI:33567
GO:0042425	CHEBI:15354
GO:0042426	CHEBI:15354
GO:0042427	CHEBI:350546
GO:0042428	CHEBI:350546
GO:0042429	CHEBI:350546
GO:0042430	CHEBI:24828
GO:0042431	CHEBI:16881
GO:0042432	CHEBI:16881
GO:0042433	CHEBI:16881
GO:0042435	CHEBI:24828
GO:0042436	CHEBI:24828
GO:0042437	CHEBI:30854
GO:0042438	CHEBI:25179
GO:0042442	CHEBI:16796
GO:0042443	CHEBI:50048
GO:0042444	CHEBI:50048
GO:0042448	CHEBI:17026
GO:0042451	CHEBI:26394
GO:0042452	CHEBI:17172
GO:0042454	CHEBI:18254
GO:0042455	CHEBI:18254
GO:0042457	CHEBI:18153
GO:0042497	CHEBI:60192
GO:0042498	CHEBI:46896
GO:0042537	CHEBI:22712
GO:0042540	CHEBI:35143
GO:0042541	CHEBI:35143
GO:0042542	CHEBI:16240
GO:0042544	CHEBI:28053
GO:0042558	CHEBI:26373
GO:0042559	CHEBI:26373
GO:0042560	CHEBI:26373
GO:0042572	CHEBI:50211
GO:0042573	CHEBI:15036
GO:0042574	CHEBI:15035
GO:0042593	CHEBI:4167
GO:0042617	CHEBI:45863
GO:0042618	CHEBI:53388
GO:0042619	CHEBI:53388
GO:0042620	CHEBI:61162
GO:0042621	CHEBI:61162
GO:0042632	CHEBI:16113
GO:0042701	CHEBI:17026
GO:0042723	CHEBI:26948
GO:0042724	CHEBI:26948
GO:0042725	CHEBI:26948
GO:0042726	CHEBI:60531
GO:0042727	CHEBI:60531
GO:0042728	CHEBI:60531
GO:0042732	CHEBI:15936
GO:0042743	CHEBI:16240
GO:0042744	CHEBI:16240
GO:0042758	CHEBI:57560
GO:0042759	CHEBI:57560
GO:0042760	CHEBI:58950
GO:0042761	CHEBI:58950
GO:0042806	CHEBI:33984
GO:0042816	CHEBI:27306
GO:0042817	CHEBI:17310
GO:0042818	CHEBI:57761
GO:0042819	CHEBI:27306
GO:0042820	CHEBI:27306
GO:0042821	CHEBI:17310
GO:0042822	CHEBI:597326
GO:0042823	CHEBI:597326
GO:0042834	CHEBI:8005
GO:0042836	CHEBI:30612
GO:0042837	CHEBI:30612
GO:0042838	CHEBI:30612
GO:0042840	CHEBI:15748
GO:0042841	CHEBI:15748
GO:0042842	CHEBI:15936
GO:0042843	CHEBI:15936
GO:0042844	CHEBI:13643
GO:0042845	CHEBI:13643
GO:0042846	CHEBI:13643
GO:0042849	CHEBI:17266
GO:0042850	CHEBI:17266
GO:0042852	CHEBI:57972
GO:0042853	CHEBI:57972
GO:0042854	CHEBI:4917
GO:0042855	CHEBI:4917
GO:0042856	CHEBI:4917
GO:0042858	CHEBI:61345
GO:0042859	CHEBI:61345
GO:0042861	CHEBI:61346
GO:0042862	CHEBI:61346
GO:0042864	CHEBI:29669
GO:0042865	CHEBI:29669
GO:0042866	CHEBI:15361
GO:0042867	CHEBI:15361
GO:0042869	CHEBI:22289
GO:0042870	CHEBI:30612
GO:0042873	CHEBI:22299
GO:0042874	CHEBI:15748
GO:0042875	CHEBI:12931
GO:0042876	CHEBI:22289
GO:0042878	CHEBI:30612
GO:0042879	CHEBI:22299
GO:0042880	CHEBI:15748
GO:0042881	CHEBI:12931;CHEBI:15378
GO:0042882	CHEBI:30849
GO:0042883	CHEBI:35235
GO:0042884	CHEBI:64627
GO:0042885	CHEBI:64624
GO:0042888	CHEBI:37239
GO:0042892	CHEBI:17698
GO:0042893	CHEBI:59062
GO:0042894	CHEBI:443725
GO:0042896	CHEBI:17698
GO:0042897	CHEBI:59062
GO:0042898	CHEBI:443725
GO:0042899	CHEBI:22590
GO:0042900	CHEBI:22599
GO:0042901	CHEBI:22590
GO:0042904	CHEBI:78630
GO:0042905	CHEBI:78630
GO:0042906	CHEBI:15318
GO:0042907	CHEBI:15318
GO:0042918	CHEBI:134249
GO:0042919	CHEBI:16150
GO:0042920	CHEBI:46957
GO:0042925	CHEBI:16150
GO:0042926	CHEBI:57277
GO:0042928	CHEBI:61414
GO:0042929	CHEBI:5019
GO:0042930	CHEBI:77805
GO:0042931	CHEBI:77805
GO:0042932	CHEBI:61345
GO:0042933	CHEBI:61345
GO:0042934	CHEBI:61346
GO:0042935	CHEBI:61346
GO:0042937	CHEBI:47923
GO:0042938	CHEBI:46761
GO:0042939	CHEBI:47923
GO:0042940	CHEBI:59871
GO:0042941	CHEBI:57416
GO:0042942	CHEBI:35247
GO:0042943	CHEBI:59871
GO:0042944	CHEBI:57416
GO:0042945	CHEBI:35247
GO:0042946	CHEBI:24278
GO:0042947	CHEBI:24278
GO:0042948	CHEBI:17814
GO:0042949	CHEBI:18305
GO:0042950	CHEBI:17814
GO:0042951	CHEBI:18305
GO:0042953	CHEBI:6495
GO:0042955	CHEBI:28675
GO:0042956	CHEBI:25140
GO:0042957	CHEBI:28675
GO:0042958	CHEBI:25140
GO:0042959	CHEBI:134249
GO:0042961	CHEBI:49870
GO:0042962	CHEBI:15378;CHEBI:36420
GO:0042968	CHEBI:57476
GO:0042970	CHEBI:57476
GO:0043043	CHEBI:60466
GO:0043048	CHEBI:57683
GO:0043096	CHEBI:26386
GO:0043097	CHEBI:26440
GO:0043098	CHEBI:60173
GO:0043099	CHEBI:19255
GO:0043100	CHEBI:26432
GO:0043101	CHEBI:26401
GO:0043102	CHEBI:35238
GO:0043103	CHEBI:17368
GO:0043132	CHEBI:13389
GO:0043167	CHEBI:24870
GO:0043168	CHEBI:22563
GO:0043169	CHEBI:36916
GO:0043170	CHEBI:33694
GO:0043171	CHEBI:60466
GO:0043173	CHEBI:36976
GO:0043174	CHEBI:33838
GO:0043176	CHEBI:32952
GO:0043177	CHEBI:64709
GO:0043178	CHEBI:30879
GO:0043199	CHEBI:16189
GO:0043200	CHEBI:35238
GO:0043201	CHEBI:57427
GO:0043208	CHEBI:24402
GO:0043210	CHEBI:134249
GO:0043211	CHEBI:16646
GO:0043213	CHEBI:48081
GO:0043214	CHEBI:48081
GO:0043215	CHEBI:64677
GO:0043278	CHEBI:58097
GO:0043279	CHEBI:22315
GO:0043287	CHEBI:61162
GO:0043289	CHEBI:53183
GO:0043290	CHEBI:53183
GO:0043295	CHEBI:57925
GO:0043325	CHEBI:57658
GO:0043326	CHEBI:62501
GO:0043327	CHEBI:58165
GO:0043331	CHEBI:67208
GO:0043394	CHEBI:37396
GO:0043395	CHEBI:24499
GO:0043396	CHEBI:65311
GO:0043400	CHEBI:17650
GO:0043404	CHEBI:65311
GO:0043418	CHEBI:58199
GO:0043419	CHEBI:16199
GO:0043421	CHEBI:16567
GO:0043434	CHEBI:25905
GO:0043435	CHEBI:65311
GO:0043436	CHEBI:35406
GO:0043447	CHEBI:18310
GO:0043448	CHEBI:18310
GO:0043450	CHEBI:32878
GO:0043451	CHEBI:32878
GO:0043453	CHEBI:22339
GO:0043454	CHEBI:22339
GO:0043464	CHEBI:15595
GO:0043490	CHEBI:57540;CHEBI:57945
GO:0043531	CHEBI:456216
GO:0043533	CHEBI:57895
GO:0043544	CHEBI:17460
GO:0043545	CHEBI:25372
GO:0043546	CHEBI:25372
GO:0043602	CHEBI:17632
GO:0043611	CHEBI:35194
GO:0043612	CHEBI:35194
GO:0043613	CHEBI:35194
GO:0043635	CHEBI:50715
GO:0043636	CHEBI:33216
GO:0043638	CHEBI:60255
GO:0043639	CHEBI:16150
GO:0043642	CHEBI:71339
GO:0043644	CHEBI:77932
GO:0043646	CHEBI:23066
GO:0043647	CHEBI:24846
GO:0043648	CHEBI:28965
GO:0043649	CHEBI:28965
GO:0043650	CHEBI:28965
GO:0043651	CHEBI:30245
GO:0043682	CHEBI:29036
GO:0043692	CHEBI:35187
GO:0043693	CHEBI:35187
GO:0043694	CHEBI:35187
GO:0043855	CHEBI:24867;CHEBI:23447
GO:0043858	CHEBI:32696;CHEBI:46912
GO:0043861	CHEBI:326268;CHEBI:58145
GO:0043862	CHEBI:32696;CHEBI:58145
GO:0043865	CHEBI:64558
GO:0043872	CHEBI:32564;CHEBI:58384
GO:0043879	CHEBI:29805
GO:0043882	CHEBI:15595;CHEBI:29101
GO:0043887	CHEBI:28053;CHEBI:29101
GO:0043893	CHEBI:23906;CHEBI:30089
GO:0043924	CHEBI:180911
GO:0044042	CHEBI:37163
GO:0044206	CHEBI:57865
GO:0044209	CHEBI:456215
GO:0044211	CHEBI:37563
GO:0044269	CHEBI:24353
GO:0044272	CHEBI:26835
GO:0044273	CHEBI:26835
GO:0044539	CHEBI:57560
GO:0044571	CHEBI:49601
GO:0044572	CHEBI:64607
GO:0044577	CHEBI:16236;CHEBI:15936
GO:0044578	CHEBI:57371
GO:0044580	CHEBI:57371
GO:0044583	CHEBI:3528
GO:0044584	CHEBI:3523
GO:0044585	CHEBI:17057
GO:0044586	CHEBI:62974
GO:0044587	CHEBI:62976
GO:0044589	CHEBI:17309
GO:0044590	CHEBI:30409
GO:0044591	CHEBI:28057
GO:0044592	CHEBI:27941
GO:0044597	CHEBI:64677
GO:0044598	CHEBI:64816
GO:0044604	CHEBI:131728
GO:0044610	CHEBI:58210
GO:0044667	CHEBI:16244;CHEBI:16347
GO:0044668	CHEBI:15792;CHEBI:29101
GO:0044669	CHEBI:24163;CHEBI:29101
GO:0044693	CHEBI:15378;CHEBI:27082
GO:0044813	CHEBI:17968
GO:0044872	CHEBI:6495
GO:0045016	CHEBI:18420
GO:0045017	CHEBI:35741
GO:0045028	CHEBI:26395
GO:0045029	CHEBI:58223
GO:0045030	CHEBI:46398
GO:0045031	CHEBI:30616
GO:0045117	CHEBI:68452
GO:0045119	CHEBI:15378;CHEBI:68452
GO:0045122	CHEBI:22271
GO:0045149	CHEBI:15688
GO:0045150	CHEBI:15688
GO:0045151	CHEBI:15688
GO:0045184	CHEBI:36080
GO:0045312	CHEBI:57920
GO:0045329	CHEBI:17126
GO:0045332	CHEBI:16247
GO:0045337	CHEBI:175763;CHEBI:57623
GO:0045338	CHEBI:50277
GO:0045339	CHEBI:50277
GO:0045340	CHEBI:16793
GO:0045443	CHEBI:24943
GO:0045455	CHEBI:23897
GO:0045456	CHEBI:23897
GO:0045457	CHEBI:23897
GO:0045460	CHEBI:18227
GO:0045461	CHEBI:18227
GO:0045471	CHEBI:16236
GO:0045472	CHEBI:25698
GO:0045487	CHEBI:24250
GO:0045488	CHEBI:17309
GO:0045489	CHEBI:17309
GO:0045490	CHEBI:17309
GO:0045491	CHEBI:37166
GO:0045492	CHEBI:37166
GO:0045493	CHEBI:37166
GO:0045574	CHEBI:18227
GO:0045733	CHEBI:30089
GO:0046031	CHEBI:456216
GO:0046032	CHEBI:456216
GO:0046033	CHEBI:456215
GO:0046034	CHEBI:30616
GO:0046035	CHEBI:60377
GO:0046036	CHEBI:37563
GO:0046037	CHEBI:58115
GO:0046038	CHEBI:58115
GO:0046039	CHEBI:37565
GO:0046040	CHEBI:58053
GO:0046041	CHEBI:61402
GO:0046042	CHEBI:61402
GO:0046043	CHEBI:61417
GO:0046044	CHEBI:142797
GO:0046045	CHEBI:142797
GO:0046046	CHEBI:63527
GO:0046047	CHEBI:63527
GO:0046048	CHEBI:58223
GO:0046049	CHEBI:57865
GO:0046050	CHEBI:57865
GO:0046051	CHEBI:46398
GO:0046052	CHEBI:46398
GO:0046053	CHEBI:58245
GO:0046054	CHEBI:57673
GO:0046055	CHEBI:57673
GO:0046056	CHEBI:57667
GO:0046057	CHEBI:57667
GO:0046058	CHEBI:58165
GO:0046059	CHEBI:58245
GO:0046060	CHEBI:61404
GO:0046061	CHEBI:61404
GO:0046062	CHEBI:58593
GO:0046063	CHEBI:57566
GO:0046064	CHEBI:57566
GO:0046065	CHEBI:61481
GO:0046066	CHEBI:58595
GO:0046067	CHEBI:58595
GO:0046068	CHEBI:57746
GO:0046069	CHEBI:57746
GO:0046070	CHEBI:61429
GO:0046071	CHEBI:61429
GO:0046072	CHEBI:58369
GO:0046073	CHEBI:63528
GO:0046074	CHEBI:63528
GO:0046075	CHEBI:37568
GO:0046076	CHEBI:37568
GO:0046077	CHEBI:60471
GO:0046078	CHEBI:246422
GO:0046079	CHEBI:246422
GO:0046080	CHEBI:61555
GO:0046081	CHEBI:61555
GO:0046083	CHEBI:16708
GO:0046084	CHEBI:16708
GO:0046085	CHEBI:16335
GO:0046086	CHEBI:16335
GO:0046087	CHEBI:17562
GO:0046090	CHEBI:17256
GO:0046091	CHEBI:17256
GO:0046092	CHEBI:15698
GO:0046093	CHEBI:15698
GO:0046094	CHEBI:28997
GO:0046095	CHEBI:28997
GO:0046096	CHEBI:16450
GO:0046097	CHEBI:16450
GO:0046098	CHEBI:16235
GO:0046099	CHEBI:16235
GO:0046100	CHEBI:17368
GO:0046101	CHEBI:17368
GO:0046102	CHEBI:17596
GO:0046103	CHEBI:17596
GO:0046104	CHEBI:17748
GO:0046105	CHEBI:17748
GO:0046106	CHEBI:17821
GO:0046107	CHEBI:17568
GO:0046108	CHEBI:16704
GO:0046109	CHEBI:16704
GO:0046110	CHEBI:15318
GO:0046111	CHEBI:15318
GO:0046112	CHEBI:18282
GO:0046113	CHEBI:18282
GO:0046114	CHEBI:16750
GO:0046115	CHEBI:16750
GO:0046118	CHEBI:20794
GO:0046119	CHEBI:20794
GO:0046120	CHEBI:18274
GO:0046121	CHEBI:18274
GO:0046122	CHEBI:60173
GO:0046123	CHEBI:60173
GO:0046124	CHEBI:60173
GO:0046125	CHEBI:19255
GO:0046126	CHEBI:19255
GO:0046127	CHEBI:19255
GO:0046128	CHEBI:26399
GO:0046129	CHEBI:26399
GO:0046130	CHEBI:26399
GO:0046131	CHEBI:39446
GO:0046132	CHEBI:39446
GO:0046133	CHEBI:39446
GO:0046134	CHEBI:26440
GO:0046135	CHEBI:26440
GO:0046140	CHEBI:33221
GO:0046141	CHEBI:33221
GO:0046146	CHEBI:15372
GO:0046147	CHEBI:15372
GO:0046150	CHEBI:25179
GO:0046152	CHEBI:25692
GO:0046153	CHEBI:25692
GO:0046155	CHEBI:35331
GO:0046157	CHEBI:60052
GO:0046161	CHEBI:24479
GO:0046163	CHEBI:61717
GO:0046164	CHEBI:30879
GO:0046165	CHEBI:30879
GO:0046166	CHEBI:58027
GO:0046167	CHEBI:57597
GO:0046168	CHEBI:57597
GO:0046169	CHEBI:17790
GO:0046170	CHEBI:17790
GO:0046171	CHEBI:16188
GO:0046172	CHEBI:16188
GO:0046173	CHEBI:26191
GO:0046174	CHEBI:26191
GO:0046175	CHEBI:22299
GO:0046176	CHEBI:22299
GO:0046178	CHEBI:18391
GO:0046179	CHEBI:24966
GO:0046182	CHEBI:17796
GO:0046183	CHEBI:17796
GO:0046184	CHEBI:17478
GO:0046185	CHEBI:17478
GO:0046186	CHEBI:15343
GO:0046187	CHEBI:15343
GO:0046188	CHEBI:16183
GO:0046189	CHEBI:33853
GO:0046196	CHEBI:57917
GO:0046197	CHEBI:16536
GO:0046199	CHEBI:25399
GO:0046201	CHEBI:29195
GO:0046202	CHEBI:18407
GO:0046203	CHEBI:57834
GO:0046204	CHEBI:57920
GO:0046205	CHEBI:57920
GO:0046206	CHEBI:58290
GO:0046207	CHEBI:58290
GO:0046208	CHEBI:45725
GO:0046209	CHEBI:16480
GO:0046210	CHEBI:16480
GO:0046211	CHEBI:15396
GO:0046213	CHEBI:28398
GO:0046214	CHEBI:77805
GO:0046216	CHEBI:24797
GO:0046219	CHEBI:38631
GO:0046220	CHEBI:16227
GO:0046221	CHEBI:16227
GO:0046222	CHEBI:22271
GO:0046223	CHEBI:22271
GO:0046224	CHEBI:48081
GO:0046225	CHEBI:48081
GO:0046226	CHEBI:23403
GO:0046228	CHEBI:19331
GO:0046230	CHEBI:15942
GO:0046232	CHEBI:3391
GO:0046236	CHEBI:25147
GO:0046239	CHEBI:17563
GO:0046244	CHEBI:30762
GO:0046246	CHEBI:35186
GO:0046247	CHEBI:35186
GO:0046248	CHEBI:36740
GO:0046249	CHEBI:36740
GO:0046250	CHEBI:15384
GO:0046251	CHEBI:15384
GO:0046252	CHEBI:17578
GO:0046256	CHEBI:46053
GO:0046260	CHEBI:27135
GO:0046263	CHEBI:25566
GO:0046265	CHEBI:18022
GO:0046269	CHEBI:27023
GO:0046271	CHEBI:26004
GO:0046272	CHEBI:26775
GO:0046273	CHEBI:25036
GO:0046274	CHEBI:6457
GO:0046275	CHEBI:47916
GO:0046276	CHEBI:19950
GO:0046277	CHEBI:19950
GO:0046278	CHEBI:36241
GO:0046279	CHEBI:36241
GO:0046280	CHEBI:23086
GO:0046281	CHEBI:23248
GO:0046282	CHEBI:36087
GO:0046283	CHEBI:38697
GO:0046284	CHEBI:35218
GO:0046286	CHEBI:60951
GO:0046287	CHEBI:50753
GO:0046288	CHEBI:50753
GO:0046290	CHEBI:26377
GO:0046292	CHEBI:16842
GO:0046293	CHEBI:16842
GO:0046294	CHEBI:16842
GO:0046295	CHEBI:29805
GO:0046296	CHEBI:29805
GO:0046298	CHEBI:28995
GO:0046300	CHEBI:19351
GO:0046302	CHEBI:19503
GO:0046304	CHEBI:16037
GO:0046305	CHEBI:134249
GO:0046306	CHEBI:134249
GO:0046307	CHEBI:50723
GO:0046308	CHEBI:50723
GO:0046311	CHEBI:60941
GO:0046314	CHEBI:58092
GO:0046315	CHEBI:58092
GO:0046333	CHEBI:58025
GO:0046334	CHEBI:58025
GO:0046335	CHEBI:57603
GO:0046336	CHEBI:57603
GO:0046337	CHEBI:57613
GO:0046338	CHEBI:57613
GO:0046339	CHEBI:18035
GO:0046340	CHEBI:18035
GO:0046341	CHEBI:58332
GO:0046342	CHEBI:58332
GO:0046344	CHEBI:23897
GO:0046345	CHEBI:62071
GO:0046346	CHEBI:25166
GO:0046347	CHEBI:25166
GO:0046348	CHEBI:28963
GO:0046349	CHEBI:28963
GO:0046351	CHEBI:36233
GO:0046352	CHEBI:36233
GO:0046354	CHEBI:28808
GO:0046355	CHEBI:28808
GO:0046356	CHEBI:57288
GO:0046357	CHEBI:16537
GO:0046358	CHEBI:17968
GO:0046359	CHEBI:17968
GO:0046360	CHEBI:16763
GO:0046362	CHEBI:15963
GO:0046363	CHEBI:15963
GO:0046364	CHEBI:35381
GO:0046365	CHEBI:35381
GO:0046368	CHEBI:57984
GO:0046369	CHEBI:28260
GO:0046370	CHEBI:28757
GO:0046373	CHEBI:30849
GO:0046374	CHEBI:30049
GO:0046375	CHEBI:73772
GO:0046377	CHEBI:60963
GO:0046378	CHEBI:73774
GO:0046380	CHEBI:35418
GO:0046381	CHEBI:57812
GO:0046385	CHEBI:19569
GO:0046386	CHEBI:19569
GO:0046390	CHEBI:26562
GO:0046391	CHEBI:58017
GO:0046392	CHEBI:16537
GO:0046394	CHEBI:29067
GO:0046395	CHEBI:29067
GO:0046396	CHEBI:12952
GO:0046397	CHEBI:24175
GO:0046398	CHEBI:58052
GO:0046399	CHEBI:24297
GO:0046411	CHEBI:57990
GO:0046415	CHEBI:17775
GO:0046416	CHEBI:59871
GO:0046417	CHEBI:29748
GO:0046434	CHEBI:25710
GO:0046437	CHEBI:59871
GO:0046443	CHEBI:57692
GO:0046444	CHEBI:58210
GO:0046446	CHEBI:26385
GO:0046447	CHEBI:65321
GO:0046449	CHEBI:16737
GO:0046452	CHEBI:57451
GO:0046454	CHEBI:23816
GO:0046455	CHEBI:25713
GO:0046456	CHEBI:62937
GO:0046457	CHEBI:62943
GO:0046458	CHEBI:17600
GO:0046459	CHEBI:58951
GO:0046462	CHEBI:17408
GO:0046463	CHEBI:47778
GO:0046464	CHEBI:47778
GO:0046469	CHEBI:52450
GO:0046470	CHEBI:64482
GO:0046471	CHEBI:60523
GO:0046473	CHEBI:57739
GO:0046474	CHEBI:37739
GO:0046475	CHEBI:37739
GO:0046477	CHEBI:62941
GO:0046479	CHEBI:24402
GO:0046485	CHEBI:64611
GO:0046486	CHEBI:35741
GO:0046487	CHEBI:36655
GO:0046488	CHEBI:57880
GO:0046490	CHEBI:128769
GO:0046491	CHEBI:57326
GO:0046493	CHEBI:47040
GO:0046495	CHEBI:15927
GO:0046496	CHEBI:25527
GO:0046499	CHEBI:57443
GO:0046500	CHEBI:59789
GO:0046502	CHEBI:57308
GO:0046503	CHEBI:35741
GO:0046504	CHEBI:24353
GO:0046505	CHEBI:61384
GO:0046506	CHEBI:61384
GO:0046511	CHEBI:57817
GO:0046512	CHEBI:57756
GO:0046513	CHEBI:17761
GO:0046514	CHEBI:17761
GO:0046517	CHEBI:25640
GO:0046519	CHEBI:35785
GO:0046520	CHEBI:35785
GO:0046521	CHEBI:35785
GO:0046585	CHEBI:64648
GO:0046623	CHEBI:26739
GO:0046624	CHEBI:26739
GO:0046625	CHEBI:26739
GO:0046653	CHEBI:26907
GO:0046654	CHEBI:26907
GO:0046655	CHEBI:62501
GO:0046656	CHEBI:62501
GO:0046657	CHEBI:62501
GO:0046678	CHEBI:48081
GO:0046679	CHEBI:58007
GO:0046680	CHEBI:16130
GO:0046681	CHEBI:13941
GO:0046682	CHEBI:23457
GO:0046683	CHEBI:25710
GO:0046685	CHEBI:22632
GO:0046686	CHEBI:48775
GO:0046687	CHEBI:35404
GO:0046688	CHEBI:23378
GO:0046689	CHEBI:16793
GO:0046690	CHEBI:30477
GO:0046704	CHEBI:58069
GO:0046705	CHEBI:58069
GO:0046706	CHEBI:58069
GO:0046707	CHEBI:58280
GO:0046708	CHEBI:58280
GO:0046709	CHEBI:58280
GO:0046710	CHEBI:58189
GO:0046711	CHEBI:58189
GO:0046712	CHEBI:58189
GO:0046713	CHEBI:33118
GO:0046714	CHEBI:33118
GO:0046720	CHEBI:16947
GO:0046721	CHEBI:15740
GO:0046722	CHEBI:24996
GO:0046723	CHEBI:15595
GO:0046724	CHEBI:30623
